Unnamed: 0,Unnamed: 0.1,image1,image2,image3,image4,image5,loc_dirty,Is there junk?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of rubbish?,Is there any type of junk?,Is there any metal on the ground?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there walls?,Is the ground sand?,Are there stones?,Are there houses?,Are there trees?,The left image has a lot more trash than the right image_nlvr_class1,The left image has a lot more trash than the right image_nlvr_class2,The left image has a lot more trash than the right image_nlvr_class3,The left image has a lot more trash than the right image_nlvr_class4,The left image has a lot more trash than the right image_nlvr_class5,The left image has a lot more waste than the right image_nlvr_class1,The left image has a lot more waste than the right image_nlvr_class2,The left image has a lot more waste than the right image_nlvr_class3,The left image has a lot more waste than the right image_nlvr_class4,The left image has a lot more waste than the right image_nlvr_class5,The left image shows a lot more garbage than the right image_nlvr_class1,The left image shows a lot more garbage than the right image_nlvr_class2,The left image shows a lot more garbage than the right image_nlvr_class3,The left image shows a lot more garbage than the right image_nlvr_class4,The left image shows a lot more garbage than the right image_nlvr_class5,scaled_loc_dirty
11,11,1640585297918.jpg,1640585302909.jpg,1640585313299.jpg,1640585331297.jpg,1640585339349.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.6,0.4,0.2,0.0,1.0,0.6,0.2,0.6589512117207049,0.6918672043830156,0.6578439604490995,0.5940380934625864,1.0427927374839785,0.6977483918890357,0.7078726505860686,0.824113929644227,0.7058938089758158,1.0541601339355111,0.24330809665843844,0.2250516340136528,0.2461057938635349,0.19573717610910532,0.5592071972787379,1.0
12,12,1640585660869.jpg,1640585669615.jpg,1640585678591.jpg,1640585689444.jpg,1640585710665.jpg,6,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.0,0.8,0.2,0.6,0.0,0.2,1.0,0.2,3.942247748374939,3.973087906837464,3.904702633619309,3.8491905629634857,3.566690683364868,4.668247044086456,4.670882105827332,4.777545392513275,4.693818032741547,4.405847728252411,4.3448669612407675,4.302093297243118,4.349262833595277,4.0202897787094125,3.830769717693329,3.0
13,13,1640586274980.jpg,1640586280564.jpg,1640586295687.jpg,1640586314755.jpg,1640586321257.jpg,0,0.2,0.4,0.2,0.4,0.4,0.4,0.4,0.8,1.0,0.0,0.6,0.0,0.4,0.0,1.0,0.6,0.2,1.7420063288882377,1.7823715766426176,1.7105229820590466,1.6390972274821252,1.6389868929982183,2.2058463302673768,2.233852992998436,2.302352717146277,2.1379229213343933,2.4341935855336487,1.813129874644801,1.7819453347474337,1.813884585397318,1.6099921552231535,1.9054428124800324,1.0
14,14,1640586605583.jpg,1640586611241.jpg,1640586617030.jpg,1640586628155.jpg,1640586649057.jpg,5,0.4,0.8,0.4,0.8,0.6,0.4,0.6,0.2,0.4,0.6,0.8,0.6,0.8,0.6,0.2,0.8,0.2,3.128229141235352,3.1709015667438507,3.104791969060898,3.024251401424408,3.2217561900615688,3.0459341406822205,3.066450446844101,3.2261036038398743,3.016526907682419,3.384925872087478,3.25734481215477,3.1972107589244843,3.2612763345241547,2.908834248781204,3.1457004845142365,3.0
15,15,1640587037861.jpg,1640587043939.jpg,1640587048695.jpg,1640587052709.jpg,1640587062089.jpg,0,1.0,0.8,0.8,0.8,0.8,1.0,0.8,0.2,0.6,0.4,0.6,0.2,0.4,0.2,0.2,0.6,0.8,2.351486835628748,2.369163654744625,2.339924808591604,2.296725230291486,2.3557403758168216,2.2609209334477782,2.2545441519469023,2.3932360876351595,2.298205917701125,2.2391509748995304,2.488641330972314,2.4346006959676743,2.4939958974719048,2.2286172611638904,2.280717346817255,1.0
16,16,1640587588681.jpg,1640587595782.jpg,1640587603888.jpg,1640587614125.jpg,1640587621863.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.8,0.4,0.4,0.4,0.2,0.4,0.0,0.8,0.2,2.338658545166254,2.3663405254483223,2.31089704670012,2.252211781218648,2.2076584137976165,2.9291400583460927,2.933662136783824,2.970512808766216,2.9200959820300336,2.9496494717895985,2.4284084187820554,2.3713302831165493,2.4348116563633084,2.0120140463113785,2.01080453582108,1.0
17,17,1640588007444.jpg,1640588020313.jpg,1640588065850.jpg,1640588117825.jpg,1640588164107.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,0.4,0.2,0.0,0.8,0.4,0.4,1.17546602524817,1.2165011139586568,1.1583388845901936,1.0867354308720678,1.4210006315261126,1.2423086066264657,1.250561763299629,1.3902092140633613,1.2495238697156308,1.3778353752568364,0.5173126398585737,0.4819659437634982,0.5211087893694639,0.3798430566675961,0.7322004288434982,1.0
18,18,1640588698733.jpg,1640588703602.jpg,1640588717509.jpg,1640588763703.jpg,1640588781744.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,1.0,0.0,0.8,0.4,0.2,0.0,0.8,0.8,0.4,0.6991209359839559,0.7254186170175672,0.6937026018276811,0.6347134821116924,0.9428392741829156,0.4262460377067328,0.4321721591986716,0.4952950906008482,0.4251909500453621,0.6685955952852964,0.32710998645052314,0.3078346587717533,0.3291405336931348,0.2590315300039947,0.5590875763446093,1.0
19,19,1640589145256.jpg,1640589154655.jpg,1640589172049.jpg,1640589178620.jpg,1640589212833.jpg,1,0.2,0.8,0.4,0.8,0.8,0.2,0.8,1.0,1.0,0.0,0.4,0.4,0.4,0.0,0.6,0.6,0.2,1.9800264053046703,2.0074102021753792,1.9576968885958197,1.8988408371806145,1.9950789287686348,0.978465097490698,0.9744297107681632,1.0896956622600555,1.0006901361048222,1.0342290150001645,1.3048921981826425,1.2521569496020677,1.3095678165555,1.0265968167223036,1.1907011214643717,1.0
20,20,1640589468887.jpg,1640589473876.jpg,1640589535150.jpg,1640589545973.jpg,1640589566380.jpg,1,0.0,0.4,0.2,0.4,0.4,0.0,0.2,0.6,0.2,0.2,0.4,0.4,0.4,0.2,0.4,0.4,0.2,2.2595985457301144,2.2747580353170638,2.2565909028053284,2.2248029969632626,2.375972500070929,2.052164630033076,2.055891470517963,2.091550656594336,2.0583766498602927,2.1552237952128053,2.444533561822027,2.419529149774462,2.4461389468051493,2.288647048640996,2.4165089800953865,1.0
21,21,1640590229307.jpg,1640590234308.jpg,1640590257329.jpg,1640590266555.jpg,1640590285802.jpg,1,0.8,0.4,0.4,0.6,0.8,0.8,0.6,0.8,1.0,0.4,0.4,0.4,0.4,0.2,0.4,0.8,0.6,3.795743651688099,3.808469519019127,3.77778023481369,3.756863873451948,3.648279570043087,3.2876720353960986,3.2880299016833305,3.400736317038536,3.304650973528624,3.274909369647503,3.6767312344163656,3.648670020513237,3.6786604523658752,3.442768357694149,3.4540365636348724,1.0
22,22,1640590776758.jpg,1640590796798.jpg,1640590808536.jpg,1640590830689.jpg,1640590838389.jpg,1,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.4,0.8,0.2,0.6,0.0,0.2,0.2,0.4,0.8,0.2,1.0856053507886827,1.1014634687453508,1.07776687014848,1.0396729754284024,1.1770385941490529,0.8965432406403124,0.8982887049205601,0.9581321715377272,0.8999358526198193,0.9603857528418304,1.0135469387751073,0.9703752538189292,1.0169262425042689,0.7851905608549714,0.9583904221653938,1.0
23,23,1640591787356.jpg,1640591792416.jpg,1640591798100.jpg,1640591802276.jpg,1640591806622.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.6,0.4,0.2,0.8,1.0,0.8,0.2,1.8971759229898453,1.9375044256448744,1.8792767822742464,1.7968024611473083,2.0339270383119583,1.6981210261583328,1.6973259449005127,1.887678489089012,1.7490141689777374,1.9059513807296755,1.696519747376442,1.6327650621533394,1.703251801431179,1.4500408470630646,1.7081172391772268,1.0
24,24,1640592164523.jpg,1640592173441.jpg,1640592186341.jpg,1640592191451.jpg,1640592200979.jpg,6,0.4,0.4,0.2,0.4,0.4,0.6,0.4,0.6,0.8,0.0,0.8,0.0,0.4,0.0,0.6,0.8,0.0,1.2545496590901166,1.2752027201931924,1.2470508473925292,1.2030725422082469,1.3587583471089602,1.1913040480576456,1.1882864529034125,1.265617536380887,1.2185028818203136,1.3148343805223703,1.1442322145448998,1.121648206957616,1.1470959838479755,1.0376718101324514,1.1910391319543123,3.0
25,25,1640592586793.jpg,1640592592457.jpg,1640592598595.jpg,1640592602896.jpg,1640592607481.jpg,6,0.2,0.2,0.2,0.2,0.2,0.2,0.0,1.0,1.0,0.2,0.8,0.6,0.6,0.0,0.6,0.8,0.4,2.277497634291649,2.3306784629821777,2.2600207477808,2.1619319468736653,2.6088114529848103,1.7873561587184668,1.8050094489008188,1.9091902635991571,1.7667003199458122,2.1908322237432003,1.3853675592690706,1.3596692644059658,1.3887916002422571,1.29992741253227,1.733517624437809,3.0
26,26,1640593119272.jpg,1640593124279.jpg,1640593130992.jpg,1640593135000.jpg,1640593141748.jpg,4,0.6,0.4,0.4,0.4,0.4,0.6,0.2,0.6,0.0,0.4,0.8,0.4,0.8,0.4,0.6,0.6,0.6,3.870030254125595,3.9009819626808167,3.83916312456131,3.788116678595543,3.7343716621398926,3.946866899728775,3.962700366973877,4.1169266402721405,3.924650669097901,3.9902971684932713,3.00989693403244,2.941932186484337,3.016484811902046,2.626107215881348,2.8628966957330704,2.0
27,27,1640593505549.jpg,1640593512251.jpg,1640593528160.jpg,1640593540910.jpg,1640593561590.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.8,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.2,0.2961471271701157,0.31038918695412576,0.2957920776680112,0.25592274079099303,0.4995854031294584,0.5581162300659344,0.5540161741664633,0.702007322339341,0.5905831470154226,0.7386444248259068,0.13250858313404024,0.11477562924847008,0.1349905445240438,0.09142126108054073,0.28101990185678005,1.0
28,28,1640593874606.jpg,1640593904016.jpg,1640594041776.jpg,1640594050329.jpg,1640594059470.jpg,0,0.2,0.0,0.0,0.4,0.2,0.4,0.6,0.8,1.0,0.2,0.4,0.2,0.4,0.0,0.6,0.6,0.2,0.6659353896975517,0.6911252029240131,0.6524546984583139,0.5894942367449403,0.7030344046652317,0.44884874671697617,0.4481579661369324,0.5412074355408549,0.4714060192927718,0.5556050390005112,0.6294127032160759,0.5703786537051201,0.6355534489266574,0.40194899030029774,0.5242517217993736,1.0
29,29,1640594782505.jpg,1640594790830.jpg,1640594799818.jpg,1640594812301.jpg,1640594828474.jpg,5,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.2,0.8,0.0,1.0,0.2,0.0,1.0,0.8,4.777648091316222,4.790764093399048,4.759093463420868,4.746959865093231,4.566838502883911,4.798862516880035,4.8048829436302185,4.8640512228012085,4.807108879089356,4.694035232067108,4.6007199883461,4.5701115131378165,4.604716241359711,4.3695106506347665,4.291300565004349,3.0
30,30,1640595315246.jpg,1640595324123.jpg,1640595330508.jpg,1640595341248.jpg,1640595350085.jpg,0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,1.0,1.0,0.4,0.4,0.2,0.2,0.2,0.4,0.8,0.4,0.6393411937169731,0.6628634613007307,0.6298665245994925,0.5774143789894879,0.802711334079504,0.30243427853565663,0.29566627158783376,0.3943262699176557,0.3358764611184597,0.4640371883288026,0.0945604118751362,0.08159227832220495,0.09635998727753757,0.06656758522149175,0.20295176468789575,1.0
31,31,1640595674406.jpg,1640595679709.jpg,1640595693336.jpg,1640595700043.jpg,1640595705505.jpg,1,0.2,0.2,0.2,0.2,0.4,0.2,0.2,1.0,1.0,0.2,0.4,0.4,0.2,0.0,0.4,0.6,0.0,1.3395893159322443,1.3792941691353915,1.3179152668453753,1.2315973686054351,1.4240601509809494,1.2236684863455594,1.2247949065640569,1.3504685233347118,1.2304268800653515,1.3086890345439317,0.5575923346914351,0.5042366671841592,0.5636639674194157,0.3619705755263567,0.600379103794694,1.0
32,32,1640596903861.jpg,1640596915915.jpg,1640596925471.jpg,1640596934507.jpg,1640596941515.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.6,0.4,0.4,0.6252223835326731,0.6420518616214395,0.6140161929652095,0.5761587149463594,0.6976599097251892,0.44956309627741575,0.4416944989934564,0.5790398556273431,0.4924794235266745,0.5547161139547825,0.16013159323483706,0.13876829156652093,0.16285092616453767,0.10558361397124827,0.2759753577411175,1.0
33,33,1640598027174.jpg,1640598033464.jpg,1640598038916.jpg,1640598046694.jpg,1640598052157.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.2,0.0,0.6,0.2,0.6,0.0,0.6,0.8,0.2,0.7964510917663574,0.831280592828989,0.7848684433847666,0.7032348439097404,0.9867038577795028,1.830006783362478,1.8372753406874835,2.0487347510643303,1.855488028842956,1.9918327238410711,1.025504312478006,0.9617111003026366,1.0331832645460963,0.7127124471589923,0.8871024437248707,1.0
34,34,1640599124027.jpg,1640599129772.jpg,1640599141433.jpg,1640599149870.jpg,1640599171608.jpg,5,0.2,0.8,0.8,0.6,0.8,0.2,0.4,0.0,0.2,0.2,0.6,0.2,1.0,0.2,0.6,0.8,0.2,0.8336627818644047,0.8630479481071234,0.8167693996801972,0.7447338784113526,0.8696873169392347,0.8076941217295825,0.8059272640384734,1.0054428138537332,0.8548984120134264,0.9395506824366748,0.6971716829575598,0.6323585133068264,0.7039712988771498,0.4487210409715772,0.6415505483746529,3.0
35,35,1640599459158.jpg,1640599467840.jpg,1640599483810.jpg,1640599492624.jpg,1640599500653.jpg,1,0.0,0.4,0.2,0.4,0.6,0.0,0.4,0.0,0.2,0.0,0.2,0.2,0.6,0.2,0.4,0.2,0.0,0.8184413202106953,0.8548639267683029,0.8095682598650455,0.7300514988601208,1.0808365195989609,0.2186626233160496,0.2182416059076786,0.26465112529695034,0.2385945590212941,0.4614470042288304,0.2839611228555441,0.2545870821923017,0.2878256663680077,0.20181375462561849,0.46328756585717207,1.0
36,36,1640602816992.jpg,1640602822918.jpg,1640602827981.jpg,1640602832982.jpg,1640602837938.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.8,0.6,1.0,1.0,0.8,0.8,0.2,2.3482481688261028,2.3824222683906555,2.3231510296463966,2.2562744021415706,2.3362173289060597,2.441214926540852,2.4493840113282204,2.6641978770494457,2.455122798681259,2.5528798550367355,2.162755473516881,2.0939355436712503,2.1683040689677,1.7614562595263124,1.88618128746748,1.0
37,37,1640604146200.jpg,1640604151269.jpg,1640604156045.jpg,1640604160223.jpg,1640604165853.jpg,2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.2,0.8,0.4,1.0,0.2,0.6,0.8,0.2,1.0197219122201204,1.0489928759634497,1.0084192026406529,0.9528502114117146,1.2143967188894749,1.089315195567906,1.1002711281180382,1.2604347821325064,1.1007860805839298,1.3769143484532833,0.9107076888903975,0.8503519082441926,0.916235920973122,0.6514666499570012,0.9818280786275864,1.0
38,38,1640604624395.jpg,1640604629677.jpg,1640604635476.jpg,1640604641055.jpg,1640604663458.jpg,2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,1.0,0.0,1.0,0.8,0.8,0.8,1.0,1.0,0.8,0.0,2.14533156901598,2.1765529215335846,2.132355518639088,2.070284552872181,2.2963799089193344,2.871536105871201,2.8912568092346187,2.9947919994592667,2.8336228504776955,3.118064895272255,1.908146584406495,1.864907827228308,1.9117251839488745,1.6452397964894772,1.8982779160141945,1.0
39,39,1640607809048.jpg,1640607814519.jpg,1640607822079.jpg,1640607827319.jpg,1640607832530.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.8,0.4,0.4,1.0,0.6,0.8,0.6,0.2,2.7437839210033417,2.784486204385757,2.7150197476148605,2.6380605250597005,2.7824667096138,3.0150089263916016,3.0247811973094936,3.2356386184692383,3.0319616198539734,3.1733684539794917,2.7229164019227032,2.6637477055192,2.7278369814157486,2.422169119119644,2.5962734967470174,2.0
40,40,1640608161463.jpg,1640608167100.jpg,1640608176545.jpg,1640608184615.jpg,1640608190064.jpg,1,0.2,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.6,0.8,0.8,0.8,0.8,0.4,0.8,0.2,1.925438806414604,1.953906923532486,1.9116092845797537,1.8495753109455109,2.0570118874311447,2.3686080016195774,2.379688818007708,2.54121533036232,2.3595052361488342,2.56424830108881,2.3051231764256954,2.24214537627995,2.3096204623579983,1.9517651032656431,2.1949861161410813,1.0
41,41,1640610267470.jpg,1640610273325.jpg,1640610282953.jpg,1640610295198.jpg,1640610312240.jpg,6,0.8,1.0,0.8,1.0,1.0,1.0,0.8,0.6,0.4,0.2,1.0,0.6,0.8,0.0,0.4,0.8,0.4,3.8363943696022034,3.8743796348571777,3.7946154177188873,3.725253969430924,3.62240868806839,3.281754609197378,3.2943211980164047,3.4590072855353355,3.2463138327002525,3.3120844364166264,3.9100579023361206,3.849837899208069,3.913962453603745,3.477189540863037,3.4546906054019932,3.0
42,42,1640610524401.jpg,1640610534759.jpg,1640610547847.jpg,1640610558715.jpg,1640610579463.jpg,4,0.2,0.8,0.8,0.8,0.6,0.4,0.4,0.2,0.0,0.4,0.6,0.4,0.8,0.2,0.2,0.6,0.6,3.982937499880791,3.993968024849892,3.975266523659229,3.9496674984693527,4.00548692047596,4.062883794307709,4.074053570628166,4.138948529958725,4.0218908935785285,4.228495866060257,3.9320049714297056,3.9244463490322232,3.932273980230093,3.853585283271968,3.9090297892689705,2.0
43,43,1640611021855.jpg,1640611028193.jpg,1640611034705.jpg,1640611042708.jpg,1640611084734.jpg,6,0.4,0.2,0.2,0.4,0.2,0.0,0.2,0.6,0.0,0.8,0.6,0.6,1.0,0.8,0.4,0.8,0.8,4.430152356624603,4.4551642537117,4.406978309154511,4.364827752113341,4.427633821964264,4.608079254627229,4.62387615442276,4.686534047126769,4.552617907524108,4.669287562370299,3.781899943947792,3.744981169700623,3.784265607595444,3.5381089001894,3.811357885599136,3.0
44,44,1638849854326.jpg,1638849877317.jpg,1638849900812.jpg,1638849912969.jpg,1638849947303.jpg,6,0.4,0.2,0.2,0.2,0.4,0.4,0.2,0.6,0.2,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,2.5076267346739773,2.6599081382155423,2.475605234503746,2.4460892379283905,2.5239866524934773,1.868099407758564,1.889135265257209,1.9479562062770128,1.8842926332727077,1.9523070976138115,1.9925817456096409,2.0456710401922464,2.032993467524648,1.870740948244929,1.8967564720660448,3.0
45,45,1638850247009.jpg,1638850270388.jpg,1638850282560.jpg,1638850300065.jpg,1638850328729.jpg,3,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.6,1.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.0,1.2520435955375433,1.3696526465937495,1.244271003641188,1.2033980470150711,1.3762112651020288,0.9545619708951564,0.973368619568646,1.0068233895581216,0.9658393044956028,1.0720873102545738,0.7368012273218483,0.8286459739319979,0.8048904100432992,0.5694258748553693,0.6876303777098656,2.0
46,46,1638850447765.jpg,1638850457983.jpg,1638850468692.jpg,1638850479375.jpg,1638850527077.jpg,3,0.8,0.8,0.6,0.8,0.6,0.8,0.2,0.8,0.6,0.0,0.4,0.0,0.4,0.0,0.6,0.4,0.0,2.6415216093882923,2.7956465808674693,2.5825531734153633,2.5826316040474917,2.4405777156353,3.139797154814005,3.172507896786556,3.265153956366703,3.1873454065062106,2.9425152642652392,2.779521508142352,2.8447038929443806,2.81017873599194,2.611768027767539,2.5653942255303264,2.0
47,47,1638850640914.jpg,1638850665368.jpg,1638850675895.jpg,1638850688799.jpg,1638850699109.jpg,1,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.8,0.0,0.2,0.0,0.2,0.0,0.8,0.0,0.0,1.1472260942682624,1.217657761182636,1.142066898290068,1.1177510609850287,1.2053727954626083,0.8466274808160961,0.8596611365210265,0.8925497336313128,0.8609909689985216,0.8650418911129236,0.31837816757615656,0.3733585232403129,0.3657724766526371,0.22263834124896675,0.2653915910050273,1.0
48,48,1638850817979.jpg,1638850829160.jpg,1638850843745.jpg,1638850859091.jpg,1638850872559.jpg,4,0.6,0.2,0.2,0.4,0.4,0.6,0.4,0.6,0.8,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0,2.2000376284122467,2.4115677773952484,2.1733975261449814,2.120949581265449,2.1688957065343857,1.239690912887454,1.2496399451047182,1.3068077936768532,1.2618766352534294,1.288725145161152,1.3445843942463398,1.4215304180979729,1.420526351779699,1.2136824913322926,1.2760206554085016,2.0
